1.GeneID,transcript_name,gene_ids,genes_names
ENSMUST00000220322.1,C230072F16Rik-203,ENSMUSG00000112121,C230072F16Rik
ENSMUST00000226039.1,Trim38-203,ENSMUSG00000064140,Trim38
ENSMUST00000223077.1,Gm40910-202,ENSMUSG00000113738,Gm40910
ENSMUST00000095758.2,Trappc3l-201,ENSMUSG00000071340,Trappc3l
ENSMUST00000221761.1,Id2-202,ENSMUSG00000020644,Id2
ENSMUST00000197219.1,A930028O11Rik-201,ENSMUSG00000105226,A930028O11Rik
ENSMUST00000117592.1,4930455H04Rik-201,ENSMUSG00000080907,4930455H04Rik
ENSMUST00000236526.1,1700061A03Rik-201,ENSMUSG00000117966,
ENSMUST00000033015.7,Il4i1-201,ENSMUSG00000074141,Il4i1
ENSMUST00000031318.5,Cxcl5-201,ENSMUSG00000029371,Cxcl5
ENSMUST00000168875.7,Gm1979-201,ENSMUSG00000091049,Gm1979
ENSMUST00000203752.1,Gm36355-201,ENSMUSG00000107704,Gm36355
ENSMUST00000084713.4,Gm10475-201,ENSMUSG00000073152,Gm10475
ENSMUST00000129617.1,Gm12786-201,ENSMUSG00000085581,Gm12786
ENSMUST00000145871.2,F730035M05Rik-201,ENSMUSG00000085298,F730035M05Rik
ENSMUST00000090269.6,Actc1-201,ENSMUSG00000068614,Actc1
ENSMUST00000095295.2,Trim75-201,ENSMUSG00000071089,Trim75
ENSMUST00000204237.1,Gm36328-201,ENSMUSG00000108196,Gm36328
ENSMUST00000195306.1,Gm38344-201,ENSMUSG00000102452,Gm38344
ENSMUST00000147187.1,Gm14224-201,ENSMUSG00000085524,Gm14224
ENSMUST00000102853.3,Cstad-201,ENSMUSG00000047363,Cstad
ENSMUST00000192914.1,Gm37140-201,ENSMUSG00000104140,Gm37140
ENSMUST00000102493.7,Coro6-204,ENSMUSG00000020836,Coro6
ENSMUST00000237842.1,Gm50361-201,ENSMUSG00000117881,
ENSMUST00000188042.1,Ly6e-208,ENSMUSG00000022587,Ly6e
ENSMUST00000203260.1,9430018G01Rik-201,ENSMUSG00000107709,9430018G01Rik
ENSMUST00000209064.1,Prss23os-204,ENSMUSG00000030623,Prss23os
ENSMUST00000001561.11,Nrip2-201,ENSMUSG00000001520,Nrip2
ENSMUST00000190910.1,Gm29107-201,ENSMUSG00000100775,Gm29107
ENSMUST00000153561.5,Zeb2-211,ENSMUSG00000026872,Zeb2
ENSMUST00000224257.1,Gm47533-201,ENSMUSG00000114400,Gm47533
ENSMUST00000162947.2,Fnbp1l-203,ENSMUSG00000039735,Fnbp1l
ENSMUST00000067924.12,Lrrc8c-201,ENSMUSG00000054720,Lrrc8c
ENSMUST00000236186.1,Nars-205,ENSMUSG00000024587,Nars
ENSMUST00000181128.1,1810019N24Rik-201,ENSMUSG00000097115,1810019N24Rik
ENSMUST00000195625.1,Gm37447-201,ENSMUSG00000103984,Gm37447
ENSMUST00000018966.7,Sfrp5-201,ENSMUSG00000018822,Sfrp5
ENSMUST00000032265.12,Olr1-201,ENSMUSG00000030162,Olr1
ENSMUST00000217008.1,Gm35154-202,ENSMUSG00000111535,Gm35154
ENSMUST00000222233.1,Gm33682-201,ENSMUSG00000112971,Gm33682
ENSMUST00000016427.10,H2-M2-201,ENSMUSG00000016283,H2-M2
ENSMUST00000112706.3,Serpinb8-202,ENSMUSG00000026315,Serpinb8
ENSMUST00000213341.1,Gm36435-201,ENSMUSG00000111074,Gm36435
ENSMUST00000206555.1,BC026762-201,ENSMUSG00000108413,BC026762
ENSMUST00000235456.1,Gm52981-201,ENSMUSG00000118086,
ENSMUST00000182843.1,Gm26978-201,ENSMUSG00000098166,Gm26978
ENSMUST00000215385.1,Gm47064-201,ENSMUSG00000111831,Gm47064
ENSMUST00000067136.6,1700082M22Rik-201,ENSMUSG00000023737,1700082M22Rik
ENSMUST00000034488.3,Mmp10-201,ENSMUSG00000047562,Mmp10
ENSMUST00000209499.1,Gm45407-201,ENSMUSG00000109873,Gm45407
ENSMUST00000028935.3,Cst9-201,ENSMUSG00000027445,Cst9
ENSMUST00000009522.3,Slc16a12-201,ENSMUSG00000009378,Slc16a12
ENSMUST00000217244.1,Olfr1029-202,ENSMUSG00000059873,Olfr1029
ENSMUST00000036069.7,Mamdc2-201,ENSMUSG00000033207,Mamdc2
ENSMUST00000039390.5,Ky-201,ENSMUSG00000035606,Ky
ENSMUST00000113672.8,Prkag3-202,ENSMUSG00000006542,Prkag3
ENSMUST00000225398.1,Gm48824-201,ENSMUSG00000114863,Gm48824
ENSMUST00000180759.1,Gm5432-201,ENSMUSG00000097580,Gm5432
ENSMUST00000227544.1,Gm26766-202,ENSMUSG00000097259,Gm26766
ENSMUST00000225011.1,Gm7644-201,ENSMUSG00000114553,AC154646.1
ENSMUST00000113093.4,Cxcl9-201,ENSMUSG00000029417,Cxcl9
ENSMUST00000100874.5,Selplg-201,ENSMUSG00000048163,Selplg
ENSMUST00000027288.9,Cnga3-201,ENSMUSG00000026114,Cnga3
ENSMUST00000208435.1,Gm44993-201,ENSMUSG00000109248,Gm44993
ENSMUST00000234241.1,Zfp438-202,ENSMUSG00000050945,Zfp438
ENSMUST00000097395.4,Gm3435-201,ENSMUSG00000116895,
ENSMUST00000202057.3,Tcf4-243,ENSMUSG00000053477,Tcf4
ENSMUST00000110952.9,Rcbtb2-202,ENSMUSG00000022106,Rcbtb2
ENSMUST00000190493.1,4932411K12Rik-201,ENSMUSG00000100733,4932411K12Rik
ENSMUST00000227213.1,Gm48942-201,ENSMUSG00000115368,AC121567.1
ENSMUST00000181200.1,Gm26815-201,ENSMUSG00000097384,Gm26815
ENSMUST00000181952.1,Gm26691-202,ENSMUSG00000097911,Gm26691
ENSMUST00000029131.10,Ggt7-201,ENSMUSG00000027603,Ggt7
ENSMUST00000234191.1,Ammecr1l-202,ENSMUSG00000041915,Ammecr1l
ENSMUST00000135643.7,Tex50-201,ENSMUSG00000049160,Tex50
